Username,average_bet,max_bet,bet_volatility,total_sessions,win_rate,total_profit,loss_chase_rate
bitmap,0.42164999999999997,1.70475,0.734527922375998,3,1.0,4.416262499999999,0.0
bitstobricks,0.5682222222222222,8.4345,1.6204222225973015,4,0.25925925925925924,31.612799999999996,0.47368421052631576
blacke3636,0.015340909090909093,0.15,0.04360438661955392,6,1.0,0.0239775,0.0
blackpen,0.58275,0.58275,0.0,1,1.0,0.3321675,0.0
blacksilver2,1.4981250000000002,7.5,2.9789427392533074,4,1.0,5.9611425,0.0
blackz0ul,2.8776562500000002,8.59125,2.6333109079957957,4,0.0,-23.021250000000002,0.42857142857142855
blazemckibbin,7.325,15.0,6.87645439161782,2,1.0,5.16324,0.0
bleckers,0.0375,0.0375,0.0,1,0.0,-0.0375,0.0
blee2,0.056249999999999994,0.075,0.02004459314343183,4,0.75,-0.067935,0.0
blessings,0.015000000000000001,0.015000000000000001,0.0,1,0.0,-0.015000000000000001,0.0
blim,0.302025,0.9915,0.36823889155003714,4,0.8,0.29174249999999996,0.0
bloingblorm,0.0045000000000000005,0.0045000000000000005,0.0,1,0.0,-0.013500000000000002,0.0
bloke-,0.039784090909090915,0.7612500000000001,0.1616349188657985,4,0.4090909090909091,-0.03217500000000001,0.5
bloodysizer4321,0.0165,0.0165,0.0,1,0.0,-0.0165,0.0
blountb1,0.0050526315789473685,0.042,0.006683975337760417,15,0.5526315789473685,-0.13161,0.3333333333333333
bluntpower,0.08619642857142858,0.24975,0.0788669265386217,3,0.8571428571428571,0.10043250000000001,1.0
blvckceiling,0.6108750000000001,0.75,0.19675246186515688,1,1.0,0.42398250000000004,0.0
blxxxx,0.375,0.375,0.0,1,1.0,0.08625000000000001,0.0
bnk2mc,0.22499999999999998,0.22499999999999998,0.0,1,0.0,-0.22499999999999998,0.0
bob12345,0.00675,0.01125,0.006363961030678928,1,0.0,-0.0135,1.0
bob81,3.75,3.75,0.0,1,1.0,0.3,0.0
bob908,0.7841250000000001,1.3815000000000002,0.8448158268226278,1,0.0,-1.5682500000000001,1.0
bobbyzed,0.0036195652173913045,0.007500000000000001,0.002080577887949905,12,0.8695652173913043,0.0013049999999999995,0.0
bobgreene,0.09190540540540541,1.30875,0.22906437377095787,10,0.6756756756756757,0.25070249999999994,0.45454545454545453
bobgreene2,0.0007500000000000001,0.00075,0.0,1,0.3333333333333333,-0.001245,0.0
bobi3333,0.03008035714285714,0.18,0.05467225808004851,7,0.5357142857142857,-0.30707249999999997,0.25
bobo12,0.017263719512195123,0.60675,0.07235530967543152,40,0.6829268292682927,0.4386375,0.25
bobyposo,0.0375,0.0375,0.0,1,1.0,0.006329999999999999,0.0
bocahnakal207,1.04055,8.86125,2.7516367674531463,8,0.3,3.6349275,0.6666666666666666
bohdando,0.015000000000000001,0.015000000000000001,0.0,1,1.0,0.0033,0.0
bohdando345,1.5,1.5,0.0,1,0.0,-1.5,0.0
bohnfire1,4.03125,7.5,4.905553294481673,1,0.0,-8.0625,1.0
bokbok25,0.14188636363636362,0.75,0.3007430457142019,3,0.5454545454545454,0.43245749999999994,0.4
boldstar50,0.06974999999999999,0.06974999999999999,0.0,1,1.0,0.006975,0.0
boltanius,12.225,12.225,0.0,1,1.0,0.61125,0.0
bondar,0.00075,0.00075,0.0,1,0.0,-0.00075,0.0
boner5u,1.133625,6.16275,2.471025888927512,2,0.3333333333333333,-6.7558725,0.6666666666666666
bonkura,0.01583333333333333,0.05175,0.01690599006269671,3,0.0,-0.1425,0.5
bonprix,0.006520833333333333,0.060000000000000005,0.00992532385221906,6,0.9722222222222222,0.01767,0.0
bonusattempt,0.027999999999999997,0.03675,0.013876689086377915,2,1.0,0.019192499999999998,0.0
boomtarat,0.75,0.75,0.0,1,1.0,0.15,0.0
borxos,0.12974999999999998,0.375,0.14403417563203533,4,0.8,0.330195,0.0
bossjhoe,1.6875,3.75,1.3863170633011772,2,0.0,-6.75,0.6666666666666666
bot,10.813749999999999,15.0,7.250797693185213,2,0.6666666666666666,8.7951975,0.0
bought2768,3.0,3.0,0.0,1,1.0,0.15,0.0
boyka2,1.1874244186046512,18.2655,2.9985370666847513,13,0.5116279069767442,-17.717534999999998,0.5
boykoaleks,0.682826923076923,24.0,2.889599007659421,23,0.811965811965812,-5.135369999999999,0.5454545454545454
bpjs,0.0168,0.0375,0.01909630199803093,3,0.4,-0.032092499999999996,0.5
bppatel23,4.35375,4.35375,0.0,1,1.0,0.04353749999999999,0.0
brainiax,0.04875,0.075,0.037123106012293745,1,1.0,0.07983,0.0
branixzz,0.08227499999999999,0.615,0.19041699307047152,5,0.6,0.037275,0.5
brayanovic,0.014624999999999999,0.045,0.015706572782482768,6,0.625,0.019762499999999995,0.3333333333333333
breezyTree,0.75,0.75,0.0,1,1.0,0.405,0.0
brend83,0.09999999999999999,0.15,0.04330127018922193,1,0.6666666666666666,-0.07313249999999999,0.0
brespibelts,7.5600000000000005,37.5,16.736968811585925,3,0.2,1.2,0.25
brhat20,0.012750000000000001,0.0165,0.005303300858899107,1,0.5,-0.012225,0.0
broccoli357,0.030375000000000003,0.060000000000000005,0.041896076785302945,2,0.5,0.00043500000000000006,1.0
brodjga3006,0.023969999999999998,0.075,0.018721828836948593,8,0.8,-0.01395749999999999,0.2
bronnichka,0.119,0.22499999999999998,0.06908069815181991,11,0.3333333333333333,-0.4827224999999999,0.2222222222222222
browning106,54.2925,138.75,73.32757364218456,2,0.6666666666666666,9.528419999999997,1.0
bryydee420,0.050499999999999996,0.075,0.0424352447854375,2,0.3333333333333333,-0.075,0.5
btc0665,0.99,0.99,0.0,1,1.0,0.7029,0.0
btcbird1,0.75,0.75,0.0,1,1.0,0.5549999999999999,0.0
btcmillionaire,0.075,0.075,0.0,1,1.0,0.075,0.0
btcword,0.12725,1.125,0.3319455561876484,4,0.3333333333333333,0.32655750000000006,0.625
bthames21,0.75,0.75,0.0,1,0.0,-0.75,0.0
buddy13,0.31875,0.31875,0.0,1,0.0,-0.31875,0.0
buddy2016,0.007500000000000001,0.007500000000000001,0.0,1,1.0,0.0006000000000000001,0.0
budekita,0.03646875,0.11775,0.04986059808176622,3,0.0,-0.29175,0.42857142857142855
buive,0.3,0.75,0.3897114317029974,2,1.0,0.34349999999999997,0.0
bust333meeme,84.75,84.75,0.0,1,0.0,-84.75,0.0
bustabit01,1.7591666666666665,11.25,3.5971313983332607,5,0.6666666666666666,1.6476525,0.5
bustabitmoney,0.5211740506329114,31.901999999999997,3.6625544710997984,16,0.06329113924050633,-40.568835,0.5135135135135135
bustabot007,0.6769499999999999,2.25,0.9499228323921897,3,0.4,-2.2110825,0.3333333333333333
bustabot420,0.07575000000000001,0.09825,0.03181980515339463,1,0.0,-0.15150000000000002,1.0
bustabuts,0.012937500000000001,0.0225,0.008493563739679593,3,0.25,-0.0213075,0.6666666666666666
bustabuts1,5.575014705882353,86.25,20.867368321749428,6,0.7647058823529411,147.4989525,0.5
bustabutss,0.09,0.09,0.0,1,0.0,-0.09,0.0
bustacoin2017,0.006900000000000001,0.0315,0.010408245719013767,6,0.05,-0.12294000000000001,0.5
bustaharris,15.0,15.0,0.0,1,1.0,1.7541225,0.0
bustaputaka,1.19925,1.19925,0.0,1,0.0,-1.19925,0.0
bustbigbitch,0.384,0.384,0.0,1,1.0,0.023039999999999998,0.0
bustedbits,0.7640192307692307,9.0,2.4812811090861295,8,0.6923076923076923,2.24946,0.25
busterharris,7.5,7.5,0.0,1,1.0,3.9150224999999996,0.0
butaw,0.85,0.975,0.11456439237389593,3,0.6666666666666666,-0.5071125000000001,1.0
buxlover,0.15846428571428572,1.0762500000000002,0.3484994048270889,4,0.8571428571428571,7.021335,0.5
bvz,0.38812500000000005,0.6225,0.33145630368119416,2,1.0,0.08216999999999999,0.0
c1940112,5.711749999999999,37.5,12.186491208249812,4,0.4444444444444444,-36.0053025,0.5
cHps,0.01125,0.01125,0.0,1,0.0,-0.01125,0.0
cadet1111,0.075,0.075,0.0,1,1.0,0.00075,0.0
calvin1993,0.025218749999999998,0.058499999999999996,0.0157369205895835,4,0.5,0.50322,0.3333333333333333
calvin89,1.1157857142857144,7.5,2.81572387609804,3,0.14285714285714285,-7.6793775,0.5
calvinmoo,0.00085,0.006,0.0006075369318778123,14,0.9777777777777777,0.0096825,0.0
camry,7.5,7.5,0.0,1,1.0,4.6341975,0.0
candyEmma,0.22499999999999998,0.22499999999999998,0.0,1,1.0,0.020655,0.0
cannabis,0.0735,0.0735,0.0,1,1.0,0.0313875,0.0
cantosangelo8999,0.15,0.15,0.0,1,0.0,-0.15,0.0
caole,38.0,96.0,50.3189825016365,1,0.3333333333333333,-93.12,0.5
carmen_mancuso,7.5,7.5,0.0,1,1.0,0.8250000000000001,0.0
carnelo,0.020303571428571428,0.11099999999999999,0.028449039893801698,11,0.21428571428571427,0.16717499999999996,0.4
casa999,1.05,1.05,0.0,1,0.0,-1.05,0.0
catagious_cats,0.007500000000000001,0.007500000000000001,0.0,1,1.0,0.00075,0.0
catdog,0.19025,0.918,0.24932905420894547,3,0.75,0.47390999999999994,1.0
cayala0530,0.375,0.375,0.0,1,0.0,-0.375,0.0
cbguwop,0.03321428571428571,0.075,0.021911958574518813,2,1.0,0.047040000000000005,0.0
cbreezie,0.09000000000000001,0.75,0.24750000000000003,2,0.1111111111111111,-0.052500000000000005,0.0
cculliton23,0.9446785714285715,2.25,0.9416661288451899,5,1.0,1.5556875,0.0
cedrick03,0.022875,0.075,0.03505798767756073,3,0.75,0.028635,0.0
celeng,0.0380625,0.12000000000000001,0.042447042540730034,3,0.6666666666666666,-0.079605,0.3333333333333333
celeronius,0.00075,0.00075,0.0,2,1.0,0.000465,0.0
cfkinzer,0.0022500000000000003,0.0037500000000000003,0.0017320508075688774,2,0.75,0.0051825,0.0
cflha1415,0.1455,0.6,0.2543152571121127,3,0.6,0.5972249999999999,0.0
cgrant57,0.027908450704225353,0.552,0.06555629041731752,15,0.8309859154929577,0.5234399999999999,0.5833333333333334
cgrant57test,0.0019749999999999998,0.01275,0.002408095183707053,6,0.7,-0.007305,0.25
cgrant57test1,0.05519196428571428,0.864,0.1356159265173613,11,0.6607142857142857,-1.6329825,0.3684210526315789
chanceee,22.5,30.0,10.606601717798213,1,0.0,-45.0,1.0
char450,0.159375,0.375,0.14483287782820584,3,0.75,0.5016075,1.0
char999,8.761261363636363,30.0,9.577092181121474,13,0.6818181818181818,-56.4977625,0.16666666666666666
charles150,0.0010524193548387098,0.015000000000000001,0.0018141842636761212,17,0.6290322580645161,-0.0135975,0.09090909090909091
charlesgba42,13.125000000000002,13.125000000000002,0.0,1,0.0,-13.125000000000002,0.0
cheatkeyyyy1231,0.75,0.75,0.0,1,1.0,0.2571225,0.0
checkMYnet,4.115749999999999,24.5625,10.016831003366285,1,0.3333333333333333,68.00508,0.3333333333333333
checkedout,0.056249999999999994,0.056249999999999994,0.0,1,1.0,0.0304575,0.0
chelle,0.02775,0.0405,0.01803122292025696,2,0.5,-0.0364875,0.0
chelssi12,0.22499999999999998,0.22499999999999998,0.0,1,0.0,-0.22499999999999998,0.0
chepsarov,0.0015,0.01275,0.0024977262387292087,8,0.6956521739130435,-0.006907499999999999,0.42857142857142855
chernoby,3.0,5.25,3.181980515339464,2,0.5,-4.02228,0.0
cherrymobilej1,0.09225000000000001,0.09225000000000001,0.0,1,1.0,0.020182500000000003,0.0
cheshirecat,0.5475,1.05,0.7106423150924802,2,1.0,1.5181575,0.0
chilledhf,0.075,0.075,0.0,1,0.0,-0.075,0.0
chino2,0.75,0.75,0.0,1,0.0,-0.75,0.0
chipcoi1307,0.010000000000000002,0.0225,0.006914658342969665,2,0.6666666666666666,-0.020295000000000004,0.0
chokoy22,0.075,0.075,0.0,1,1.0,0.0847575,0.0
choosen,0.40912499999999996,4.5,1.081417429233504,5,0.8333333333333334,1.9349325,0.0
choosy,0.055499999999999994,0.055499999999999994,0.0,1,0.0,-0.055499999999999994,0.0
chudo3008,0.0018750000000000001,0.0037500000000000003,0.0010338036564067666,2,0.3333333333333333,-0.005175000000000001,0.3333333333333333
chyvak,0.0016875,0.003,0.0009437293044088438,1,0.25,-0.0028200000000000005,0.6666666666666666
cintayangterlupa,0.4275,0.75,0.38073120439491165,3,1.0,0.08079,0.0
cjcoop,0.0375,0.0375,0.0,1,0.0,-0.0375,0.0
clarkyclark,0.31745,2.6077500000000002,0.8299270310007467,5,0.4666666666666667,1.205505,0.5
clemshl,0.07875,0.11249999999999999,0.0584567147554496,1,0.3333333333333333,-0.019484999999999978,0.0
cliffhangers,0.03202173913043478,0.228,0.058883548069062396,10,0.34782608695652173,1.2716475,0.6
cliffordaz,0.0825,0.0825,0.0,1,1.0,0.010725,0.0
climespace,0.75,0.75,0.0,1,1.0,0.009232500000000001,0.0
cnb,1.3807500000000001,3.75,1.3296449244065125,7,0.6,7.015769999999999,1.0
cocass69,2.1375,3.9,2.49255140368258,2,1.0,1.6096575,0.0
cocoban,0.03988888888888889,0.2385,0.06362670329189524,12,0.037037037037037035,-0.99375,0.48
coday,1.95,3.75,2.545584412271571,2,0.5,-3.704535,0.0
coinlight,3.7560000000000002,3.7560000000000002,0.0,1,0.0,-3.7560000000000002,0.0
coinminers,14.335544117647059,196.608,38.04843903081656,27,0.6274509803921569,350.25471000000005,0.47368421052631576
comeonbaby123,0.00075,0.00075,0.0,1,1.0,0.00078,0.0
computerdata,0.75,0.75,0.0,1,1.0,2.4499575,0.0
conleyj01,0.04905,0.2625,0.05418155244176749,12,0.84,0.16099499999999997,0.25
connbob,3.966,3.966,0.0,1,1.0,2.24802,0.0
constant2,0.007500000000000001,0.007500000000000001,0.0,6,0.7777777777777778,0.037822499999999995,0.0
contrav,0.0451,0.204,0.05761686880965133,6,0.8,0.06117,0.6666666666666666
coolblown,1.9556250000000002,75.0,10.233599630049921,26,0.4166666666666667,-1.9985775000000017,0.42857142857142855
cop,0.003958333333333334,0.024,0.005687479799576279,8,0.3888888888888889,-0.010290000000000006,0.2727272727272727
corntamale,7.5,7.5,0.0,1,1.0,0.8576775,0.0
cortiarte,0.007983552631578947,0.02475,0.006256641208390194,12,0.9605263157894737,0.017662499999999998,0.3333333333333333
cosmonaut_petrov,0.075,0.075,0.0,1,0.0,-0.075,0.0
covalsahio,0.0055000000000000005,0.02025,0.007250862017718997,3,0.3333333333333333,-0.0239175,0.6666666666666666
covalsanio,0.13659374999999999,0.8242499999999999,0.22160317151385717,6,0.625,2.023545,0.4
cowbay,0.007500000000000001,0.007500000000000001,0.0,36,0.867816091954023,0.05852999999999999,0.0
cowmoolestr,0.00775,0.01275,0.004879805323985784,2,0.6666666666666666,0.0784875,1.0
cprakash813,0.075,0.075,0.0,1,0.0,-0.075,0.0
crackerjacker,1.3185,7.5,1.6790761578171491,11,0.2857142857142857,2.7427349999999993,0.5
cramcram21,0.075,0.075,0.0,1,1.0,0.01875,0.0
crazy1s,0.0045000000000000005,0.0045000000000000005,0.0,1,1.0,0.0291075,0.0
crazymkfncono1,3.75,3.75,0.0,1,1.0,1.2275775,0.0
crazywitch2,0.02166891891891892,0.375,0.07006063975759315,12,0.7837837837837838,0.6416550000000001,0.25
cre3p3rman,0.03475,0.081,0.04150376488946515,2,0.3333333333333333,-0.1034325,0.0
creativityliam,5.25,9.75,6.363961030678928,2,0.0,-10.5,1.0
creek,0.031875,0.045,0.018561553006146873,1,1.0,0.0063750000000000005,0.0
cristiano282,0.013125000000000001,0.0225,0.0071807033081725345,2,1.0,0.005925000000000001,0.0
crma49,0.14771052631578946,2.0625,0.4647306661984586,5,0.9473684210526315,0.0863925,0.0
cromvel,0.02941935483870968,0.15,0.03962466546108907,14,0.7741935483870968,-0.065685,0.42857142857142855
cruxxy4,19.5,19.5,0.0,1,1.0,2.2413525,0.0
cry050505,0.0007500000000000001,0.00075,0.0,1,1.0,0.000255,0.0
crypto2016,3.375,5.25,2.6516504294495533,2,1.0,1.9949999999999999,0.0
crysis95,1.2528750000000002,1.677,0.32223573475019807,4,0.0,-7.517250000000001,0.6
csfire,0.18075,0.303,0.17288760800011088,1,0.5,-0.263805,0.0
csteeb,0.00075,0.00075,0.0,1,0.0,-0.00075,0.0
ctozdes123,0.36375,0.525,0.2336816745061538,1,0.25,-0.686385,1.0
cuhboy13,3.75,3.75,0.0,1,0.0,-3.75,0.0
cukherif,0.0024000000000000002,0.007500000000000001,0.002875543426902122,2,0.0,-0.012,0.25
cuongbitcoin,5.9625,15.0,6.830492295581629,3,0.75,12.6938325,1.0
cuppy2,1.2074318181818182,4.5,1.252689077998353,7,0.18181818181818182,-0.04337999999999975,0.5
cvak,0.011949999999999999,0.1875,0.03347441122553991,5,0.2,0.030585,0.43478260869565216
cxdw,0.007998579545454547,0.26325000000000004,0.02246548936160736,40,0.6363636363636364,-0.13601999999999997,0.20634920634920634
cxm_6,0.009707627118644068,0.093,0.014671847501598752,39,0.6779661016949152,-0.01428750000000003,0.24561403508771928
cyrej,0.75,0.75,0.0,1,1.0,0.15,0.0
czop1223,0.26025000000000004,0.5025000000000001,0.3425932354848823,2,0.5,-0.48384750000000004,0.0
d124354,48.841499999999996,48.841499999999996,0.0,1,1.0,5.0362425,0.0
dab,0.00405,0.007500000000000001,0.0021607290436331905,2,0.8,-0.0020550000000000004,0.0
dagentlemang,0.52575,5.202,1.1691771144698309,9,0.7368421052631579,5.429085,0.4
dahoraxd,0.24,0.7185,0.41439315571085394,1,0.3333333333333333,-0.7162125,0.0
dakadea,0.009135416666666667,0.0435,0.0081123208220409,12,0.9027777777777778,-0.041835000000000004,0.14285714285714285
daman05,0.1281315789473684,0.375,0.15186306808229716,7,0.7894736842105263,0.5524275000000001,1.0
damighty1337,0.0022500000000000003,0.0022500000000000003,0.0,1,1.0,0.0023775,0.0
dan_kt,0.000875,0.0015,0.0003061862178478973,2,0.16666666666666666,0.06826499999999999,0.25
dana101,6.486750000000001,6.486750000000001,0.0,1,0.0,-6.486750000000001,0.0
danilmajor22,0.15,0.15,0.0,1,1.0,0.0735,0.0
danir,0.02954464285714286,0.48000000000000004,0.0766442061372912,15,0.48214285714285715,-0.42995250000000007,0.3448275862068966
danitravi,0.075,0.075,0.0,1,0.0,-0.075,0.0
dantrapp,0.047842105263157894,0.28875,0.0868312224042166,9,0.10526315789473684,-0.8158500000000001,0.4375
dardoalbarracin,0.0045000000000000005,0.007500000000000001,0.004242640687119285,2,0.5,0.0026999999999999997,1.0
darkas91,0.00165,0.003,0.0009778803607803973,1,0.2,-0.0018375000000000008,0.3333333333333333
darkcam17,0.012249999999999999,0.0225,0.009120032894677518,4,0.0,-0.0735,0.2
darkfreeze,0.006750000000000001,0.02625,0.009031195934094221,6,0.7692307692307693,0.0358425,0.0
darkfreeze2,0.006352941176470589,0.030000000000000002,0.006871967002342446,10,0.8529411764705882,0.008714999999999999,0.0
darkfreeze3,0.002,0.003,0.0008660254037844387,2,0.6666666666666666,-0.00285,0.0
darkfreeze4,0.0015,0.0015,0.0,1,1.0,7.500000000000001e-05,0.0
darkfreeze5,0.0015,0.0015,0.0,1,1.0,9.75e-05,0.0
darkiazz,0.00075,0.00075,0.0,1,1.0,7.500000000000001e-05,0.0
dastfunto,0.75,0.75,0.0,1,0.0,-0.75,0.0
david2174,0.22499999999999998,0.22499999999999998,0.0,2,1.0,0.045,0.0
davidml,0.8245714285714285,3.7950000000000004,0.9068654880371494,11,0.42857142857142855,-11.420325,0.36363636363636365
davidruch,0.15,0.15,0.0,1,0.0,-0.15,0.0
davidyepez,4.65,7.5,1.8674849396983098,1,1.0,1.60638,0.0
daviscouch,3.75,6.0,3.181980515339464,1,0.5,-5.359845,0.0
dbitsx4,0.10838999999999999,1.125,0.22913841204608185,10,0.8,0.0590475,0.4
ddimovskiy,0.0249375,0.0615,0.024589441331595966,1,1.0,0.011565,0.0
ddosattacks,0.15,0.15,0.0,1,1.0,0.007500000000000001,0.0
deCisIv,0.02126470588235294,0.08925000000000001,0.028592294442219713,6,0.8235294117647058,0.033525,0.6666666666666666
deadlydata,0.00075,0.00075,0.0,1,1.0,9.75e-05,0.0
deadximpulse,0.016875,0.01875,0.0026516504294495525,1,0.5,-0.0028049999999999985,0.0
debarkon,0.0080625,0.0525,0.01804347428533968,2,0.5,0.06032250000000001,0.25
decisions,0.03675,0.05475,0.02545584412271571,1,1.0,0.017917500000000003,0.0
decoder,0.0022500000000000003,0.0045000000000000005,0.001984313483298443,2,0.6666666666666666,0.00081,1.0
dedess,0.75,0.75,0.0,1,1.0,0.030000000000000002,0.0
dedok1999,0.16875,0.2625,0.13258252147247768,2,1.0,0.12807,0.0
dedok3000,0.11249999999999999,0.15,0.05303300858899107,2,0.5,0.079335,0.0
deil,0.0059825581395348834,0.056249999999999994,0.012073977742989508,8,0.13953488372093023,0.03444,0.3333333333333333
dejay12345,0.375,0.375,0.0,1,1.0,0.09876750000000001,0.0
demirhan,0.2179107142857143,7.5,1.1528572482408344,11,0.14285714285714285,1.9924949999999997,0.5142857142857142
den1298,0.008892857142857143,0.09375,0.02451524531281,9,0.7142857142857143,0.04671,0.3333333333333333
den1983,0.0015,0.0015,0.0,1,1.0,0.0015450000000000001,0.0
dentalo,225.0,225.0,0.0,1,0.0,-225.0,0.0
dento,0.0375,0.0375,0.0,1,1.0,0.0408,0.0
denyardv,0.0183,0.060000000000000005,0.024381345327934636,2,0.8,-0.055642500000000004,0.0
dermitname,6.0240731707317074,52.50000000000001,13.833250424502992,12,0.9024390243902439,-1.4327100000000002,0.25
destinychild,25.5,34.5,12.727922061357855,2,1.0,26.592457500000002,0.0
destroblaze,0.011659090909090909,0.04575,0.012756014624125714,2,0.18181818181818182,0.11790749999999998,0.25
desudesu,31.44525,36.0,6.501249317438919,2,0.6666666666666666,-27.456517500000004,0.0
deva,0.45612499999999995,1.125,0.4507594632950039,5,0.16666666666666666,-2.4191925,0.75
devil1,10.917,10.917,0.0,1,1.0,2.2274325,0.0
devilsK,0.44925,1.1219999999999999,0.4609399364342386,1,0.5,-1.1627174999999998,0.5
dewatai,0.46687500000000004,1.5,0.4480018484894901,6,0.3,1.0538850000000002,0.5
dezard26,0.007500000000000001,0.007500000000000001,0.0,1,0.0,-0.007500000000000001,0.0
dfinn24,0.75,0.75,0.0,1,0.0,-0.75,0.0
dg93119,2.826458333333333,22.647750000000002,4.849921862760479,22,0.24074074074074073,-67.462695,0.475
dhanics,0.542775,0.7777499999999999,0.1577086118447563,3,0.9,2.723085,1.0
dharmendra,0.37246621621621623,10.5,1.720193279032833,10,0.32432432432432434,-1.07193,0.3333333333333333
dheeru,0.6349,6.0,1.5789692043273946,8,0.4,-2.1690449999999997,0.4444444444444444
dhool758,0.015,0.0225,0.010606601717798213,2,0.0,-0.03,0.0
diana,2.367205882352941,26.728500000000004,5.735864796546787,22,0.17647058823529413,-17.649765,0.5121951219512195
diceandbust,0.05925,0.06974999999999999,0.0148492424049175,2,1.0,0.0094125,0.0
dicks_in_mi_bum,159.75,159.75,0.0,1,1.0,11.815005000000001,0.0
didle,0.0007500000000000001,0.00075,0.0,3,1.0,0.0002325,0.0
diefast01,0.08437499999999999,0.1875,0.07577722283113839,4,0.5,-0.1116825,0.5
diemtran,0.78684375,6.1065,2.1495415870827466,3,0.125,-6.0835574999999995,0.6666666666666666
dig06149,0.312375,0.375,0.08856512434361506,2,1.0,0.08141999999999999,0.0
digital01,0.0375,0.0375,0.0,1,0.0,-0.0375,0.0
dika1619,0.12064285714285714,0.55275,0.1965293053392874,1,0.0,-0.8444999999999999,0.5
dim1983,0.145125,2.49,0.4056737629217312,23,0.825,0.209115,0.42857142857142855
dim4659,0.014624999999999999,0.192,0.03599959935674498,15,0.225,-0.4917975,0.43333333333333335
dima00888,0.020812499999999998,0.075,0.036199318018437864,2,0.0,-0.08324999999999999,0.6666666666666666
dima1992,0.05789999999999999,0.1875,0.07849852705624481,4,0.2,-0.27393,0.5
dimaklas,0.00075,0.00075,0.0,3,0.8,-0.00045,0.0
dimitripretenkov,1.125,1.875,1.0606601717798212,2,0.0,-2.25,1.0
dimka69,0.0105,0.015000000000000001,0.006363961030678929,2,0.0,-0.021,1.0
dimon1001,0.8200625,6.0,1.9539088129049744,7,0.75,1.585665,0.5
dimon65,0.0015,0.0015,0.0,1,1.0,0.0015,0.0
dipankar,0.23249999999999998,0.75,0.34565155865408737,3,0.5,-0.29667750000000004,0.0
directly,2.5500000000000003,7.5,4.286825748732971,1,1.0,0.1029525,0.0
dirtyhard69,0.3,0.3,0.0,1,0.0,-0.3,0.0
diseasedlogic,0.00825,0.00825,0.0,1,1.0,0.0004125,0.0
divesix,10.708124999999999,11.66625,1.3549933694487222,2,1.0,17.07804,0.0
diwarajp,0.189375,0.3675,0.25190679079770756,2,0.5,0.36510000000000004,1.0
dizzle,5.71875,15.0,6.388771889025308,2,1.0,52.824419999999996,0.0
djalex53907,0.26105,1.5,0.4572130364658096,8,0.6666666666666666,1.935825,0.75
djavoi,0.009571428571428573,0.0345,0.007635776152603467,12,0.9523809523809523,0.031822500000000004,0.25
djbax,0.5355,0.5355,0.0,1,0.0,-0.5355,0.0
djdeathsensei,4.8125,7.5,3.176820344306552,2,0.5,-14.077214999999999,0.0
djsuki,0.294,0.294,0.0,1,1.0,0.02646,0.0
djwls8520,2.249625,3.75,2.1218506736455325,2,0.5,-3.3440250000000002,0.0
dksnjr,0.21,0.21,0.0,1,0.0,-0.21,0.0
dldam221,0.014549999999999999,0.0525,0.021408526338821177,2,0.2,-0.069705,0.3333333333333333
dlrjsdn1,0.015000000000000001,0.015000000000000001,0.0,1,0.0,-0.015000000000000001,0.0
dmitrij08,0.5103984375,3.0,0.7338827910817006,17,0.5625,5.1306075,0.5
dmitry163ns,0.24864252336448597,6.8340000000000005,0.9312138970538477,21,0.8691588785046729,5.11878,0.2857142857142857
dmk4,0.01425,0.01425,0.0,1,1.0,0.0014249999999999998,0.0
dmp379,0.00175,0.0022500000000000003,0.0008660254037844388,3,1.0,0.0007575,0.0
doggodog,0.00075,0.00075,0.0,1,0.0,-0.00075,0.0
doke,0.3070833333333333,0.8655,0.3221103993586671,3,1.0,0.31026,0.0
dolik0123456,0.0481875,0.13125,0.055382900113663244,3,0.5,-0.11253,0.0
dom,7.7684999999999995,7.7684999999999995,0.0,1,1.0,4.1975999999999996,0.0
domse_,1.41012,25.941,5.253046619046418,3,0.32,-12.965429999999998,0.3125
don_president,6.748500000000001,12.750000000000002,8.487402694582132,2,0.5,-12.615540000000001,0.0
donbrytx,1.5,1.5,0.0,1,0.0,-1.5,0.0
doncamatic,0.19554545454545452,0.5805,0.1728638849710162,2,0.5454545454545454,0.0016050000000000786,0.25
dong2x,0.06,0.22499999999999998,0.09292133770022899,5,0.6,0.0481725,1.0
donkeyramp,5.090624999999999,6.734249999999999,2.324436766455478,2,0.0,-10.181249999999999,0.0
donmoney,0.005625000000000001,0.007500000000000001,0.0026516504294495534,1,1.0,0.011452500000000001,0.0
dontbustbro,1.4225,11.25,3.165813865630477,4,0.6666666666666666,-7.179404999999999,0.6666666666666666
doublebitcoins,0.34425,0.34425,0.0,1,0.0,-0.34425,0.0
dougrosa,0.066890625,0.3705,0.1405213201128213,3,0.4375,1.2829574999999998,0.5555555555555556
douknow,9.781979166666666,52.50000000000001,13.606836098128742,15,0.5277777777777778,3.20289,0.3125
dovi,1.7619999999999998,3.75,1.721658502723464,1,0.6666666666666666,1.0433999999999999,0.0
drampelt,0.0135,0.01875,0.005662375826453061,1,0.0,-0.0405,0.5
drgankt,1.125,1.5,0.5303300858899106,1,0.0,-2.25,0.0
drizzle22,0.0375,0.0375,0.0,1,0.0,-0.0375,0.0
drmaxik,2.7074285714285713,48.200250000000004,8.105560496238873,19,0.40476190476190477,29.083154999999994,0.6
